est,err,est_card,true_card,query_dur_ms
psample_2000_0_0.688,1.8213706876591804,15733.0,8638,80.54232597351074
psample_2000_0_0.688,1.6423164664317365,220491.0,362116,106.5669059753418
psample_2000_0_0.688,2334.261780104712,1337532.0,573,105.1170825958252
psample_2000_0_0.688,2.749348916710477,1892615.0,5203459,63.738107681274414
psample_2000_0_0.688,2.0858755554667447,1701497.0,3549111,62.4692440032959
psample_2000_0_0.688,1.0281992084432718,6235.0,6064,75.43778419494629
psample_2000_0_0.688,3.0339346056827377,3633522.0,1197627,111.23251914978027
psample_2000_0_0.688,5.912730489334276,2032034.0,343671,69.47517395019531
psample_2000_0_0.688,12.254462950034906,245751.0,20054,80.48629760742188
psample_2000_0_0.688,31.530325648255655,3421734.0,108522,70.32585144042969
psample_2000_0_0.688,10.374180037230742,90248.0,936249,66.79177284240723
psample_2000_0_0.688,1.1002744058415888,47314.0,43002,66.83206558227539
psample_2000_0_0.688,38.870212443861334,770291.0,19817,92.24915504455566
psample_2000_0_0.688,1.9988098851419351,500494.0,250396,66.22457504272461
psample_2000_0_0.688,6.953271028037383,107.0,744,66.94936752319336
psample_2000_0_0.688,148237.19402985074,67.0,9931892,131.95395469665527
psample_2000_0_0.688,1.84628939958216,55045.0,101629,57.485103607177734
psample_2000_0_0.688,3.6294151148171627,337757.0,93061,92.53334999084473
psample_2000_0_0.688,1.8609672007227271,201874.0,108478,58.43758583068848
psample_2000_0_0.688,1.459747838943976,4601107.0,6716456,69.15712356567383
psample_2000_0_0.688,2.19047021082653,2424695.0,1106929,103.70421409606934
psample_2000_0_0.688,4.981853776933116,435145.0,87346,92.90456771850586
psample_2000_0_0.688,26.141160949868073,19815.0,758,104.01511192321777
psample_2000_0_0.688,11.227810650887575,11385.0,1014,58.43329429626465
psample_2000_0_0.688,2927.938271604938,1539.0,4506097,93.98984909057617
psample_2000_0_0.688,8.065800865800865,1155.0,9316,100.77714920043945
psample_2000_0_0.688,1.7382961455220034,539734.0,310496,58.23659896850586
psample_2000_0_0.688,3.0114754098360654,16533.0,5490,70.11818885803223
psample_2000_0_0.688,178.34149585354405,12782.0,2279561,48.413753509521484
psample_2000_0_0.688,264.465601965602,1937475.0,7326,67.41046905517578
psample_2000_0_0.688,2.3975467524633016,11923.0,4973,121.87767028808594
psample_2000_0_0.688,8559.028021015762,571.0,4887205,119.60959434509277
psample_2000_0_0.688,462.6986437313927,4196214.0,9069,66.92123413085938
psample_2000_0_0.688,2.5806210250654695,6898.0,2673,54.85367774963379
psample_2000_0_0.688,28.9056486654252,325969.0,11277,92.46659278869629
psample_2000_0_0.688,7.032692307692308,7314.0,1040,116.03903770446777
psample_2000_0_0.688,131.8181818181818,11.0,1450,114.87674713134766
psample_2000_0_0.688,2.5157356869120893,8611.0,21663,70.28675079345703
psample_2000_0_0.688,4.914634146341464,403.0,82,93.63341331481934
psample_2000_0_0.688,32215.76785714286,56.0,1804083,124.57537651062012
psample_2000_0_0.688,134.05124117513094,588619.0,4391,88.71316909790039
psample_2000_0_0.688,126.0,126.0,1,121.82283401489258
psample_2000_0_0.688,88.66666666666667,42.0,3724,121.74820899963379
psample_2000_0_0.688,1.1886387995712755,1109.0,933,103.7909984588623
psample_2000_0_0.688,2.370850410875988,5138970.0,2167564,80.63006401062012
psample_2000_0_0.688,130.0172570390554,2202.0,286298,110.13102531433105
psample_2000_0_0.688,3.5917122711080944,723431.0,2598356,117.97642707824707
psample_2000_0_0.688,124932.33333333333,3.0,374797,81.4206600189209
psample_2000_0_0.688,1516.2233676975945,1323663.0,873,92.5283432006836
psample_2000_0_0.688,13.345161290322581,930.0,12411,103.06072235107422
psample_2000_0_0.688,11.591040462427745,692.0,8021,59.06271934509277
psample_2000_0_0.688,131.2011422637591,9630.0,1263467,105.27586936950684
psample_2000_0_0.688,47.263959103171544,88222.0,4169721,89.73336219787598
psample_2000_0_0.688,1.7044093630919979,46965.0,27555,106.33516311645508
psample_2000_0_0.688,35.32786885245902,61.0,2155,106.83703422546387
psample_2000_0_0.688,526.8679245283018,1378.0,726024,95.08514404296875
psample_2000_0_0.688,88.60526315789474,38.0,3367,59.18121337890625
psample_2000_0_0.688,2.170308215283131,343486.0,158266,93.43338012695312
psample_2000_0_0.688,169.58740314210564,28134.0,4771172,78.75752449035645
psample_2000_0_0.688,1614.4012965964343,3085.0,4980428,118.78252029418945
psample_2000_0_0.688,5.409638554216867,83.0,449,115.97561836242676
psample_2000_0_0.688,55343.666666666664,2158403.0,39,69.45538520812988
psample_2000_0_0.688,34.64624199321055,65101.0,2255505,103.79719734191895
psample_2000_0_0.688,8.913860982000605,676981.0,75947,69.49234008789062
psample_2000_0_0.688,40.759825801813356,193343.0,7880627,102.9818058013916
psample_2000_0_0.688,66.96456970780595,1423198.0,21253,69.61774826049805
psample_2000_0_0.688,39.09090909090909,430.0,11,81.44164085388184
psample_2000_0_0.688,4.774979468929647,17443.0,3653,70.33944129943848
psample_2000_0_0.688,7.818481098876149,8809.0,68873,81.53510093688965
psample_2000_0_0.688,1.3055555555555556,36.0,47,131.84618949890137
psample_2000_0_0.688,203.23265306122448,49792.0,245,103.73663902282715
psample_2000_0_0.688,30.870689655172413,580.0,17905,114.91823196411133
psample_2000_0_0.688,46.8,5.0,234,92.16547012329102
psample_2000_0_0.688,2994630.0,2994630.0,1,47.15323448181152
psample_2000_0_0.688,5.447474072122586,952739.0,5190021,81.54916763305664
psample_2000_0_0.688,45.15,903.0,20,103.86013984680176
psample_2000_0_0.688,2.862463540498093,25516.0,8914,81.56156539916992
psample_2000_0_0.688,506.3639291465378,621.0,314452,115.50307273864746
psample_2000_0_0.688,194.56,9728.0,50,58.725833892822266
psample_2000_0_0.688,1122892.0,1.0,1122892,131.79826736450195
psample_2000_0_0.688,60.29595015576324,19355.0,321,94.05040740966797
psample_2000_0_0.688,6.612119975515201,32406.0,4901,113.26861381530762
psample_2000_0_0.688,8.355555555555556,7144.0,855,101.17721557617188
psample_2000_0_0.688,10169.504252733901,8369502.0,823,51.44476890563965
psample_2000_0_0.688,115.16978417266186,80043.0,695,93.52850914001465
psample_2000_0_0.688,5092.0,5092.0,1,124.21536445617676
psample_2000_0_0.688,3.726623641524667,4366552.0,1171718,75.30426979064941
psample_2000_0_0.688,1.4781321172245583,274532.0,185729,93.46342086791992
psample_2000_0_0.688,2.520618556701031,194.0,489,125.4265308380127
psample_2000_0_0.688,1.5175018886930245,3971.0,6026,104.1865348815918
psample_2000_0_0.688,190.710843373494,15829.0,83,47.211408615112305
psample_2000_0_0.688,793.4016597510373,1205.0,956049,105.5905818939209
psample_2000_0_0.688,7.18841413822681,3234887.0,450014,82.56387710571289
psample_2000_0_0.688,2426.8387096774195,62.0,150464,107.08475112915039
psample_2000_0_0.688,1.9237914888949188,173209.0,333218,78.84407043457031
psample_2000_0_0.688,308.25,19728.0,64,92.70048141479492
psample_2000_0_0.688,210390.5,6.0,1262343,124.97949600219727
psample_2000_0_0.688,12.105158523570294,307336.0,3720351,88.7608528137207
psample_2000_0_0.688,828.3275590551181,1051976.0,1270,61.9196891784668
psample_2000_0_0.688,4.0454019135840085,32818.0,132762,98.26445579528809
psample_2000_0_0.688,51.89793309183891,23465.0,1217785,62.772512435913086
psample_2000_0_0.688,4216.234693877551,98.0,413191,118.88813972473145
psample_2000_0_0.688,575.353711790393,658780.0,1145,102.79488563537598
psample_2000_0_0.688,195.0,1.0,195,114.99929428100586
psample_2000_0_0.688,262.27108325872877,11170.0,2929568,92.84067153930664
psample_2000_0_0.688,10435.08038585209,3245310.0,311,47.2569465637207
psample_2000_0_0.688,4178.641025641025,39.0,162967,115.10920524597168
psample_2000_0_0.688,8.565094479988097,57566.0,6721,81.53986930847168
psample_2000_0_0.688,6.797151186059987,334806.0,2275727,103.99031639099121
psample_2000_0_0.688,7.495287969659552,3399263.0,453520,68.88270378112793
psample_2000_0_0.688,1508.6673267326732,761877.0,505,47.22237586975098
psample_2000_0_0.688,287.5,10.0,2875,104.11858558654785
psample_2000_0_0.688,746.2391843971632,5640.0,4208789,108.36172103881836
psample_2000_0_0.688,24632.45901639344,1502580.0,61,68.8621997833252
psample_2000_0_0.688,7.862435169177575,8098.0,63670,103.04784774780273
psample_2000_0_0.688,15.076023391812866,171.0,2578,92.09609031677246
psample_2000_0_0.688,1037.0,1.0,1037,115.47446250915527
psample_2000_0_0.688,139.01705864540224,1377242.0,9907,47.37663269042969
psample_2000_0_0.688,171.23773698465243,3323.0,569023,103.21187973022461
psample_2000_0_0.688,10.889803075263016,242211.0,22242,115.2048110961914
psample_2000_0_0.688,114.90975020145045,142603.0,1241,115.35453796386719
psample_2000_0_0.688,4.5817274921014,401970.0,1841717,103.37400436401367
psample_2000_0_0.688,2166.9372197309417,892.0,1932908,115.0357723236084
psample_2000_0_0.688,4095.8901408450706,2908082.0,710,69.95725631713867
psample_2000_0_0.688,2589.589285714286,56.0,145017,93.2168960571289
psample_2000_0_0.688,5.420795599131801,53444.0,289709,128.4191608428955
psample_2000_0_0.688,3.5710549258936357,2294.0,8192,48.105716705322266
psample_2000_0_0.688,705360.0,2.0,1410720,132.13610649108887
psample_2000_0_0.688,406.0,2.0,812,132.1868896484375
psample_2000_0_0.688,18439.4140625,128.0,2360245,115.26679992675781
psample_2000_0_0.688,10.319903292903644,3820325.0,370190,69.64635848999023
psample_2000_0_0.688,260370.0,1.0,260370,103.32155227661133
psample_2000_0_0.688,183.07297830374753,928180.0,5070,66.91646575927734
psample_2000_0_0.688,1.1112045165493067,5015066.0,4513180,53.78389358520508
psample_2000_0_0.688,8.120378434828552,1967251.0,242261,54.88324165344238
psample_2000_0_0.688,1.1529411764705881,1274.0,1105,119.11654472351074
psample_2000_0_0.688,1.1885326271264558,4664922.0,5544412,69.71144676208496
psample_2000_0_0.688,1.9334979791899563,1453625.0,2810581,79.76770401000977
psample_2000_0_0.688,65.64440536054893,40369.0,2649999,80.80482482910156
psample_2000_0_0.688,4.217023317223855,963408.0,4062714,55.50813674926758
psample_2000_0_0.688,6.626476310105544,65281.0,432583,80.90043067932129
psample_2000_0_0.688,1.5263043361489907,726059.0,1108187,118.66998672485352
psample_2000_0_0.688,1.3277148030958197,1030154.0,775885,69.2141056060791
psample_2000_0_0.688,3012.775,40.0,120511,104.17532920837402
psample_2000_0_0.688,50.0,1.0,50,115.73553085327148
psample_2000_0_0.688,1276.686298076923,1062203.0,832,58.576107025146484
psample_2000_0_0.688,2.59684770224079,13675.0,5266,92.27514266967773
psample_2000_0_0.688,14.958724202626641,533.0,7973,69.81253623962402
psample_2000_0_0.688,3.7624034160227735,111021.0,29508,105.67021369934082
psample_2000_0_0.688,9.43211630165379,3253750.0,344965,83.81819725036621
psample_2000_0_0.688,1.3695696211856134,108602.0,148738,94.87295150756836
psample_2000_0_0.688,1.0942598187311179,4965.0,5433,93.05143356323242
psample_2000_0_0.688,111.66666666666667,3.0,335,81.96449279785156
psample_2000_0_0.688,29.968420536458588,20393.0,611146,91.20750427246094
psample_2000_0_0.688,69.4,55.0,3817,125.4568099975586
psample_2000_0_0.688,20.226120624957357,1185817.0,58628,58.638811111450195
psample_2000_0_0.688,15.079136690647482,16768.0,1112,104.12478446960449
psample_2000_0_0.688,13962.21590909091,88.0,1228675,81.1467170715332
psample_2000_0_0.688,3.485101314791089,321572.0,1120711,80.85846900939941
psample_2000_0_0.688,67691.4,5.0,338457,92.61131286621094
psample_2000_0_0.688,6.142857142857143,7.0,43,88.58442306518555
psample_2000_0_0.688,2.825242718446602,291.0,103,74.95546340942383
psample_2000_0_0.688,2.381443298969072,97.0,231,122.33734130859375
psample_2000_0_0.688,12.21260874651692,4593211.0,376104,69.73743438720703
psample_2000_0_0.688,4.732886789106919,1827068.0,8647306,80.03854751586914
psample_2000_0_0.688,4.846927374301676,895.0,4338,103.92212867736816
psample_2000_0_0.688,1.6329028566170338,2086524.0,3407091,69.85592842102051
psample_2000_0_0.688,16.469544218325048,702459.0,42652,103.42979431152344
psample_2000_0_0.688,1.0007318445971076,6337411.0,6342049,58.52079391479492
psample_2000_0_0.688,33.5,938.0,28,103.23977470397949
psample_2000_0_0.688,15.89859571431724,271882.0,4322542,70.59335708618164
psample_2000_0_0.688,65.36882129277566,103152.0,1578,115.25225639343262
psample_2000_0_0.688,1.3714511041009463,1268.0,1739,105.62014579772949
psample_2000_0_0.688,33.88235294117647,17.0,576,119.21501159667969
psample_2000_0_0.688,14.11111111111111,9.0,127,115.24438858032227
psample_2000_0_0.688,1.0518422203479836,512208.0,538762,103.30629348754883
psample_2000_0_0.688,149.94272151898736,473819.0,3160,104.04300689697266
psample_2000_0_0.688,10.494033263155355,828845.0,8697927,58.365821838378906
psample_2000_0_0.688,1.6024972792307126,6279474.0,10062840,47.19996452331543
psample_2000_0_0.688,5.4275547916882045,4200059.0,773840,92.44155883789062
psample_2000_0_0.688,152.33333333333334,457.0,3,113.3112907409668
psample_2000_0_0.688,2.984375,64.0,191,125.78606605529785
psample_2000_0_0.688,2.1645519429024582,10918.0,5044,69.74124908447266
psample_2000_0_0.688,1.586111111111111,1142.0,720,104.80403900146484
psample_2000_0_0.688,74.8110599078341,16234.0,217,83.55498313903809
psample_2000_0_0.688,4.5,76.0,342,118.82138252258301
psample_2000_0_0.688,5.094583048530417,11704.0,59627,115.30137062072754
psample_2000_0_0.688,46.90938864628821,644535.0,13740,105.09657859802246
psample_2000_0_0.688,2.9098793363499245,7717.0,2652,92.30208396911621
psample_2000_0_0.688,1.2159468438538206,903.0,1098,119.18830871582031
psample_2000_0_0.688,5.666666666666667,6.0,34,115.8759593963623
psample_2000_0_0.688,8.690140845070422,1851.0,213,115.76700210571289
psample_2000_0_0.688,111.5448136958711,1986.0,221528,92.25964546203613
psample_2000_0_0.688,4.609428327645051,43218.0,9376,104.09092903137207
psample_2000_0_0.688,1.5,6.0,4,81.92276954650879
psample_2000_0_0.688,14.664146394588675,335149.0,4914674,81.01963996887207
psample_2000_0_0.688,1.5058045470758523,1522341.0,2292348,119.11201477050781
psample_2000_0_0.688,3.0405405405405403,900.0,296,80.93047142028809
psample_2000_0_0.688,1.1742745098039216,6375.0,7486,59.407711029052734
psample_2000_0_0.688,74.3951643167319,18653.0,1387693,93.70803833007812
psample_2000_0_0.688,2.0,1.0,2,124.8021125793457
psample_2000_0_0.688,53.24045105999098,110850.0,5901704,69.98968124389648
psample_2000_0_0.688,2.108623715700348,362941.0,765306,69.21815872192383
psample_2000_0_0.688,166.3920109222232,7556194.0,45412,81.07733726501465
psample_2000_0_0.688,13.134615384615385,683.0,52,132.19738006591797
psample_2000_0_0.688,366.38461538461536,57156.0,156,103.95669937133789
psample_2000_0_0.688,64.0,1.0,64,115.62323570251465
psample_2000_0_0.688,1.9595364210660096,4343338.0,8510929,58.72035026550293
psample_2000_0_0.688,505.5853658536585,41.0,20729,92.90122985839844
psample_2000_0_0.688,23.513989262348787,2404470.0,102257,104.37774658203125
psample_2000_0_0.688,109.56428571428572,140.0,15339,116.47725105285645
psample_2000_0_0.688,4.25980057418047,8340353.0,1957921,66.0712718963623
psample_2000_0_0.688,1.2841433331583822,4526342.0,3524795,92.7286148071289
psample_2000_0_0.688,733.4957176609569,6772.0,4967233,101.00317001342773
psample_2000_0_0.688,2.347914265901141,784472.0,1841873,100.95000267028809
psample_2000_0_0.688,68.65159085135375,8917773.0,129899,47.69158363342285
psample_2000_0_0.688,2.2713900832517546,601669.0,1366625,70.52993774414062
psample_2000_0_0.688,3.3076923076923075,13.0,43,116.0268783569336
psample_2000_0_0.688,1.9582679252206887,96055.0,49051,58.576107025146484
psample_2000_0_0.688,5.453502176493866,13781.0,2527,69.70977783203125
psample_2000_0_0.688,11.39606132369438,40115.0,457153,70.01495361328125
psample_2000_0_0.688,7.185035131145176,1294614.0,180182,57.686567306518555
psample_2000_0_0.688,57.21971043942088,225274.0,3937,65.27423858642578
psample_2000_0_0.688,5.475482128539477,426546.0,2335545,53.525686264038086
psample_2000_0_0.688,1.6335042261327422,11789.0,7217,103.5611629486084
psample_2000_0_0.688,2.606651698007297,71260.0,185750,107.3148250579834
psample_2000_0_0.688,164.38616600790513,415897.0,2530,50.93193054199219
psample_2000_0_0.688,5.552007876784584,315776.0,56876,107.1465015411377
psample_2000_0_0.688,24.9379555393586,10976.0,273719,88.94968032836914
psample_2000_0_0.688,3.9721671252159445,124162.0,31258,102.17738151550293
psample_2000_0_0.688,148.7222832762299,2300585.0,15469,78.58490943908691
psample_2000_0_0.688,17.5,105.0,6,116.71233177185059
psample_2000_0_0.688,20.612061459667093,195250.0,4024505,112.51664161682129
psample_2000_0_0.688,1417.8683683683685,2832901.0,1998,96.14181518554688
psample_2000_0_0.688,590.9261567644469,14761.0,8722661,97.0754623413086
psample_2000_0_0.688,122.08091451292246,614067.0,5030,47.211647033691406
psample_2000_0_0.688,3435.7066014669927,2810408.0,818,58.541297912597656
psample_2000_0_0.688,408.98374546083346,5783.0,2365153,137.6059055328369
psample_2000_0_0.688,284.9145590555188,5598856.0,19651,69.793701171875
psample_2000_0_0.688,20.131819146677987,94841.0,4711,80.91306686401367
psample_2000_0_0.688,3.9120275933686903,26963.0,105480,92.98944473266602
